name,smiles,inchikey,connectivity
METHYL SALICYLATE,COC(=O)C1=CC=CC=C1O,OSWPMRLSEDHDFF-UHFFFAOYSA-N,OSWPMRLSEDHDFF
METHYLDOPA,C[C@](CC1=CC(=C(C=C1)O)O)(C(=O)O)N,CJCSPKMFHVPWAR-JTQLQIEISA-N,CJCSPKMFHVPWAR
METHYLPARABEN,COC(=O)C1=CC=C(C=C1)O,LXCFILQKKLGQFO-UHFFFAOYSA-N,LXCFILQKKLGQFO
METOCLOPRAMIDE,CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Cl,TTWJBBZEZQICBI-UHFFFAOYSA-N,TTWJBBZEZQICBI
METOPROLOL,CC(C)NCC(COC1=CC=C(C=C1)CCOC)O,IUBSYMUCCVWXPE-UHFFFAOYSA-N,IUBSYMUCCVWXPE
METRONIDAZOLE,CC1=NC=C(N1CCO)[N+](=O)[O-],VAOCPAMSLUNLGC-UHFFFAOYSA-N,VAOCPAMSLUNLGC
MEVASTATIN,CC[C@H](C)C(=O)O[C@H]1CCC=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O,AJLFOPYRIVGYMJ-INTXDZFKSA-N,AJLFOPYRIVGYMJ
MEXILETINE,CC1=C(C(=CC=C1)C)OCC(C)N,VLPIATFUUWWMKC-UHFFFAOYSA-N,VLPIATFUUWWMKC
MIANSERIN,CN1CCN2C(C1)C3=CC=CC=C3CC4=CC=CC=C42,UEQUQVLFIPOEMF-UHFFFAOYSA-N,UEQUQVLFIPOEMF
MICONAZOLE,C1=CC(=C(C=C1Cl)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl,BYBLEWFAAKGYCD-UHFFFAOYSA-N,BYBLEWFAAKGYCD
MIFEPRISTONE,CC#C[C@@]1(CC[C@@H]2[C@@]1(C[C@@H](C3=C4CCC(=O)C=C4CC[C@@H]23)C5=CC=C(C=C5)N(C)C)C)O,VKHAHZOOUSRJNA-GCNJZUOMSA-N,VKHAHZOOUSRJNA
MINOXIDIL,C1CCN(CC1)C2=NC(=N)N(C(=C2)N)O,ZIMGGGWCDYVHOY-UHFFFAOYSA-N,ZIMGGGWCDYVHOY
MITOMYCIN C,CC1=C(C(=O)C2=C(C1=O)N3C[C@H]4[C@@H]([C@@]3([C@@H]2COC(=O)N)OC)N4)N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,NWIBSHFKIJFRCO
MITOTANE,C1=CC=C(C(=C1)C(C2=CC=C(C=C2)Cl)C(Cl)Cl)Cl,JWBOIMRXGHLCPP-UHFFFAOYSA-N,JWBOIMRXGHLCPP
MITOXANTRONE,C1=CC(=C2C(=C1NCCNCCO)C(=O)C3=C(C=CC(=C3C2=O)O)O)NCCNCCO,KKZJGLLVHKMTCM-UHFFFAOYSA-N,KKZJGLLVHKMTCM
MLN-518,CC(C)OC1=CC=C(C=C1)NC(=O)N2CCN(CC2)C3=NC=NC4=CC(=C(C=C43)OC)OCCCN5CCCCC5,UXXQOJXBIDBUAC-UHFFFAOYSA-N,UXXQOJXBIDBUAC
MOCLOBEMIDE,C1COCCN1CCNC(=O)C2=CC=C(C=C2)Cl,YHXISWVBGDMDLQ-UHFFFAOYSA-N,YHXISWVBGDMDLQ
MODAFINIL,C1=CC=C(C=C1)C(C2=CC=CC=C2)S(=O)CC(=O)N,YFGHCGITMMYXAQ-UHFFFAOYSA-N,YFGHCGITMMYXAQ
MONOCROTALINE,C[C@H]1C(=O)O[C@@H]2CCN3[C@@H]2C(=CC3)COC(=O)[C@]([C@]1(C)O)(C)O,QVCMHGGNRFRMAD-XFGHUUIASA-N,QVCMHGGNRFRMAD
MOSAPRIDE,CCOC1=CC(=C(C=C1C(=O)NCC2CN(CCO2)CC3=CC=C(C=C3)F)Cl)N,YPELFRMCRYSPKZ-UHFFFAOYSA-N,YPELFRMCRYSPKZ
MOXONIDINE,CC1=NC(=C(C(=N1)Cl)NC2=NCCN2)OC,WPNJAUFVNXKLIM-UHFFFAOYSA-N,WPNJAUFVNXKLIM
MYCOPHENOLATE MOFETIL,CC1=C2COC(=O)C2=C(C(=C1OC)C/C=C(\C)/CCC(=O)OCCN3CCOCC3)O,RTGDFNSFWBGLEC-SYZQJQIISA-N,RTGDFNSFWBGLEC
MYRTECAINE,CCN(CC)CCOCCC1=CC[C@H]2C[C@@H]1C2(C)C,BZRYYBWNOUALTQ-HOTGVXAUSA-N,BZRYYBWNOUALTQ
"N,N''-DIPHENYL-P-PHENYLENEDIAMINE",C1=CC=C(C=C1)NC2=CC=C(C=C2)NC3=CC=CC=C3,UTGQNNCQYDRXCH-UHFFFAOYSA-N,UTGQNNCQYDRXCH
"N,N-DIMETHYLFORMAMIDE",CN(C)C=O,ZMXDDKWLCZADIW-UHFFFAOYSA-N,ZMXDDKWLCZADIW
N-NITROSODIETHYLAMINE,CCN(CC)N=O,WBNQDOYYEUMPFS-UHFFFAOYSA-N,WBNQDOYYEUMPFS
N-NITROSODIMETHYLAMINE,CN(C)N=O,UMFJAHHVKNCGLG-UHFFFAOYSA-N,UMFJAHHVKNCGLG
NABUMETONE,CC(=O)CCC1=CC2=C(C=C1)C=C(C=C2)OC,BLXXJMDCKKHMKV-UHFFFAOYSA-N,BLXXJMDCKKHMKV
NADOLOL,CC(C)(C)NCC(COC1=CC=CC2=C1C[C@@H]([C@@H](C2)O)O)O,VWPOSFSPZNDTMJ-UCWKZMIHSA-N,VWPOSFSPZNDTMJ
NAFENOPIN,CC(C)(C(=O)O)OC1=CC=C(C=C1)C2CCCC3=CC=CC=C23,XJGBDJOMWKAZJS-UHFFFAOYSA-N,XJGBDJOMWKAZJS
NALOXONE,C=CCN1CC[C@]23[C@@H]4C(=O)CC[C@]2([C@H]1CC5=C3C(=C(C=C5)O)O4)O,UZHSEJADLWPNLE-GRGSLBFTSA-N,UZHSEJADLWPNLE
NAPROXEN,C[C@@H](C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,CMWTZPSULFXXJA-VIFPVBQESA-N,CMWTZPSULFXXJA
NATEGLINIDE,CC(C)C1CCC(CC1)C(=O)N[C@H](CC2=CC=CC=C2)C(=O)O,OELFLUMRDSZNSF-OFLPRAFFSA-N,OELFLUMRDSZNSF
NEOMYCIN,C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CN)O)O)N)O[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O[C@@H]4[C@@H]([C@H]([C@@H]([C@@H](O4)CN)O)O)N)O)O)N,PGBHMTALBVVCIT-VCIWKGPPSA-N,PGBHMTALBVVCIT
NEOSTIGMINE BROMIDE,CN(C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C.[Br-],ALWKGYPQUAPLQC-UHFFFAOYSA-N,ALWKGYPQUAPLQC
NETILMICIN,CCN[C@@H]1C[C@@H]([C@H]([C@@H]([C@H]1O[C@@H]2[C@@H]([C@H]([C@@](CO2)(C)O)NC)O)O)O[C@@H]3[C@@H](CC=C(O3)CN)N)N,CIDUJQMULVCIBT-MQDUPKMGSA-N,CIDUJQMULVCIBT
NEVIRAPINE,CC1=C2C(=NC=C1)N(C3=C(C=CC=N3)C(=O)N2)C4CC4,NQDJXKOVJZTUJA-UHFFFAOYSA-N,NQDJXKOVJZTUJA
NIACIN,C1=CC(=CN=C1)C(=O)O,PVNIIMVLHYAWGP-UHFFFAOYSA-N,PVNIIMVLHYAWGP
NIACINAMIDE,C1=CC(=CN=C1)C(=O)N,DFPAKSUCGFBDDF-UHFFFAOYSA-N,DFPAKSUCGFBDDF
NICOTINE,CN1CCC[C@H]1C2=CN=CC=C2,SNICXCGAKADSCV-JTQLQIEISA-N,SNICXCGAKADSCV
NIFEDIPINE,CC1=C(C(C(=C(N1)C)C(=O)OC)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC,HYIMSNHJOBLJNT-UHFFFAOYSA-N,HYIMSNHJOBLJNT
NIMESULIDE,CS(=O)(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])OC2=CC=CC=C2,HYWYRSMBCFDLJT-UHFFFAOYSA-N,HYWYRSMBCFDLJT
NIMETAZEPAM,CN1C(=O)CN=C(C2=C1C=CC(=C2)[N+](=O)[O-])C3=CC=CC=C3,GWUSZQUVEVMBPI-UHFFFAOYSA-N,GWUSZQUVEVMBPI
NIMODIPINE,CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OCCOC,UIAGMCDKSXEBJQ-UHFFFAOYSA-N,UIAGMCDKSXEBJQ
NISOLDIPINE,CC1=C(C(C(=C(N1)C)C(=O)OCC(C)C)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC,VKQFCGNPDRICFG-UHFFFAOYSA-N,VKQFCGNPDRICFG
NITRAZEPAM,C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3,KJONHKAYOJNZEC-UHFFFAOYSA-N,KJONHKAYOJNZEC
NITRENDIPINE,CCOC(=O)C1=C(NC(=C(C1C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OC)C)C,PVHUJELLJLJGLN-UHFFFAOYSA-N,PVHUJELLJLJGLN
NITROBENZENE,C1=CC=C(C=C1)[N+](=O)[O-],LQNUZADURLCDLV-UHFFFAOYSA-N,LQNUZADURLCDLV
NITROFURANTOIN,C1C(=O)NC(=O)N1/N=C/C2=CC=C(O2)[N+](=O)[O-],NXFQHRVNIOXGAQ-YCRREMRBSA-N,NXFQHRVNIOXGAQ
NIZATIDINE,CNC(=C[N+](=O)[O-])NCCSCC1=CSC(=N1)CN(C)C,SGXXNSQHWDMGGP-UHFFFAOYSA-N,SGXXNSQHWDMGGP
NOREPINEPHRINE,C1=CC(=C(C=C1[C@H](CN)O)O)O,SFLSHLFXELFNJZ-QMMMGPOBSA-N,SFLSHLFXELFNJZ
NORETHINDRONE,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CC(=O)CC[C@H]34,VIKNJXKGJWUCNN-XGXHKTLJSA-N,VIKNJXKGJWUCNN
NORETHINDRONE ACETATE,CC(=O)O[C@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@H]34)C)C#C,IMONTRJLAWHYGT-ZCPXKWAGSA-N,IMONTRJLAWHYGT
NORFLOXACIN,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O,OGJPXUAPXNRGGI-UHFFFAOYSA-N,OGJPXUAPXNRGGI
NORTRIPTYLINE,CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,PHVGLTMQBUFIQQ-UHFFFAOYSA-N,PHVGLTMQBUFIQQ
NOSCAPINE,CN1CCC2=CC3=C(C(=C2[C@@H]1[C@@H]4C5=C(C(=C(C=C5)OC)OC)C(=O)O4)OC)OCO3,AKNNEGZIBPJZJG-MSOLQXFVSA-N,AKNNEGZIBPJZJG
NYSTATIN,C[C@H]1/C=C/C=C/CC/C=C/C=C/C=C/C=C/C(CC2C(C(C[C@](O2)(CC(C(CCC(CC(CC(CC(=O)O[C@H]([C@@H]([C@@H]1O)C)C)O)O)O)O)O)O)O)C(=O)O)O[C@@H]3[C@H]([C@H]([C@@H]([C@H](O3)C)O)N)O,VQOXZBDYSJBXMA-RKEBNKJGSA-N,VQOXZBDYSJBXMA
OFLOXACIN,CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O,GSDSWSVVBLHKDQ-UHFFFAOYSA-N,GSDSWSVVBLHKDQ
OLANZAPINE,CC1=CC2=C(S1)NC3=CC=CC=C3N=C2N4CCN(CC4)C,KVWDHTXUZHCGIO-UHFFFAOYSA-N,KVWDHTXUZHCGIO
OMEPRAZOLE,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC,SUBDBMMJDZJVOS-UHFFFAOYSA-N,SUBDBMMJDZJVOS
ONDANSETRON,CC1=NC=CN1CC2CCC3=C(C2=O)C4=CC=CC=C4N3C,FELGMEQIXOGIFQ-UHFFFAOYSA-N,FELGMEQIXOGIFQ
OUABAIN,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@H]2C[C@H]([C@@]3([C@@H]4[C@@H](CC[C@@]3(C2)O)[C@]5(CC[C@@H]([C@]5(C[C@H]4O)C)C6=CC(=O)OC6)O)CO)O)O)O)O,LPMXVESGRSUGHW-HBYQJFLCSA-N,LPMXVESGRSUGHW
OXALIPLATIN,C1CC[C@H]([C@@H](C1)[NH-])[NH-].C(=O)(C(=O)O)O.[Pt+2],SSJXIUAHEKJCMH-PHDIDXHHSA-N,SSJXIUAHEKJCMH
OXAPROZIN,C1=CC=C(C=C1)C2=C(OC(=N2)CCC(=O)O)C3=CC=CC=C3,OFPXSFXSNFPTHF-UHFFFAOYSA-N,OFPXSFXSNFPTHF
OXCARBAZEPINE,C1C2=CC=CC=C2N(C3=CC=CC=C3C1=O)C(=O)N,CTRLABGOLIVAIY-UHFFFAOYSA-N,CTRLABGOLIVAIY
OXFENDAZOLE,COC(=O)NC1=NC2=C(N1)C=C(C=C2)S(=O)C3=CC=CC=C3,BEZZFPOZAYTVHN-UHFFFAOYSA-N,BEZZFPOZAYTVHN
OXICONAZOLE,C1=CC(=C(C=C1Cl)Cl)CO/N=C(\CN2C=CN=C2)/C3=C(C=C(C=C3)Cl)Cl,QRJJEGAJXVEBNE-HKOYGPOVSA-N,QRJJEGAJXVEBNE
OXYBUTYNIN,CCN(CC)CC#CCOC(=O)C(C1CCCCC1)(C2=CC=CC=C2)O,XIQVNETUBQGFHX-UHFFFAOYSA-N,XIQVNETUBQGFHX
OXYMETAZOLINE,CC1=CC(=C(C(=C1CC2=NCCN2)C)O)C(C)(C)C,WYWIFABBXFUGLM-UHFFFAOYSA-N,WYWIFABBXFUGLM
OXYMETHOLONE,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C)O)CC[C@@H]4[C@@]3(C/C(=C/O)/C(=O)C4)C,ICMWWNHDUZJFDW-DHODBPELSA-N,ICMWWNHDUZJFDW
OXYQUINOLINE,C1=CC2=C(C(=C1)O)N=CC=C2,MCJGNVYPOGVAJF-UHFFFAOYSA-N,MCJGNVYPOGVAJF
OXYTETRACYCLINE,C[C@@]1([C@H]2[C@@H]([C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O)O,OWFJMIVZYSDULZ-PXOLEDIWSA-N,OWFJMIVZYSDULZ
PANTOPRAZOLE,COC1=C(C(=NC=C1)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC(F)F)OC,IQPSEEYGBUAQFF-UHFFFAOYSA-N,IQPSEEYGBUAQFF
PAPAVERINE,COC1=C(C=C(C=C1)CC2=NC=CC3=CC(=C(C=C32)OC)OC)OC,XQYZDYMELSJDRZ-UHFFFAOYSA-N,XQYZDYMELSJDRZ
PAROXETINE,C1CNC[C@H]([C@@H]1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4,AHOUBRCZNHFOSL-YOEHRIQHSA-N,AHOUBRCZNHFOSL
PEMOLINE,C1=CC=C(C=C1)C2C(=O)N=C(O2)N,NRNCYVBFPDDJNE-UHFFFAOYSA-N,NRNCYVBFPDDJNE
PENCICLOVIR,C1=NC2=C(N1CCC(CO)CO)N=C(NC2=O)N,JNTOCHDNEULJHD-UHFFFAOYSA-N,JNTOCHDNEULJHD
PENICILLAMINE,CC(C)([C@H](C(=O)O)N)S,VVNCNSJFMMFHPL-VKHMYHEASA-N,VVNCNSJFMMFHPL
PENICILLIN G,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C,JGSARLDLIJGVTE-MBNYWOFBSA-N,JGSARLDLIJGVTE
PENTAMIDINE,C1=CC(=CC=C1C(=N)N)OCCCCCOC2=CC=C(C=C2)C(=N)N,XDRYMKDFEDOLFX-UHFFFAOYSA-N,XDRYMKDFEDOLFX
PENTOBARBITAL,CCCC(C)C1(C(=O)NC(=O)NC1=O)CC,WEXRUCMBJFQVBZ-UHFFFAOYSA-N,WEXRUCMBJFQVBZ
PENTOXIFYLLINE,CC(=O)CCCCN1C(=O)C2=C(N=CN2C)N(C1=O)C,BYPFEZZEUUWMEJ-UHFFFAOYSA-N,BYPFEZZEUUWMEJ
PERGOLIDE,CCCN1C[C@@H](C[C@H]2[C@H]1CC3=CNC4=CC=CC2=C34)CSC,YEHCICAEULNIGD-MZMPZRCHSA-N,YEHCICAEULNIGD
PERHEXILINE,C1CCC(CC1)C(CC2CCCCN2)C3CCCCC3,CYXKNKQEMFBLER-UHFFFAOYSA-N,CYXKNKQEMFBLER
PHENACEMIDE,C1=CC=C(C=C1)CC(=O)NC(=O)N,XPFRXWCVYUEORT-UHFFFAOYSA-N,XPFRXWCVYUEORT
PHENACETIN,CCOC1=CC=C(C=C1)NC(=O)C,CPJSUEIXXCENMM-UHFFFAOYSA-N,CPJSUEIXXCENMM
PHENELZINE,C1=CC=C(C=C1)CCNN,RMUCZJUITONUFY-UHFFFAOYSA-N,RMUCZJUITONUFY
PHENOBARBITAL,CCC1(C(=O)NC(=O)NC1=O)C2=CC=CC=C2,DDBREPKUVSBGFI-UHFFFAOYSA-N,DDBREPKUVSBGFI
PHENOTHIAZINE,C1=CC=C2C(=C1)NC3=CC=CC=C3S2,WJFKNYWRSNBZNX-UHFFFAOYSA-N,WJFKNYWRSNBZNX
PHENTOLAMINE,CC1=CC=C(C=C1)N(CC2=NCCN2)C3=CC(=CC=C3)O,MRBDMNSDAVCSSF-UHFFFAOYSA-N,MRBDMNSDAVCSSF
PHENYLBUTAZONE,CCCCC1C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3,VYMDGNCVAMGZFE-UHFFFAOYSA-N,VYMDGNCVAMGZFE
PHENYLHYDRAZINE,C1=CC=C(C=C1)NN,HKOOXMFOFWEVGF-UHFFFAOYSA-N,HKOOXMFOFWEVGF
PHENYTOIN,C1=CC=C(C=C1)C2(C(=O)NC(=O)N2)C3=CC=CC=C3,CXOFVDLJLONNDW-UHFFFAOYSA-N,CXOFVDLJLONNDW
PICLAMILAST,COC1=C(C=C(C=C1)C(=O)NC2=C(C=NC=C2Cl)Cl)OC3CCCC3,RRRUXBQSQLKHEL-UHFFFAOYSA-N,RRRUXBQSQLKHEL
PIOGLITAZONE,CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3,HYAFETHFCAUJAY-UHFFFAOYSA-N,HYAFETHFCAUJAY
PIRACETAM,C1CC(=O)N(C1)CC(=O)N,GMZVRMREEHBGGF-UHFFFAOYSA-N,GMZVRMREEHBGGF
PIRINIXIC ACID,CC1=C(C(=CC=C1)NC2=CC(=NC(=N2)SCC(=O)O)Cl)C,SZRPDCCEHVWOJX-UHFFFAOYSA-N,SZRPDCCEHVWOJX
PIROXICAM,CN1C(=C(C2=CC=CC=C2S1(=O)=O)O)C(=O)NC3=CC=CC=N3,QYSPLQLAKJAUJT-UHFFFAOYSA-N,QYSPLQLAKJAUJT
PODOPHYLLOTOXIN,COC1=CC(=CC(=C1OC)OC)[C@H]2[C@@H]3[C@H](COC3=O)[C@H](C4=CC5=C(C=C24)OCO5)O,YJGVMLPVUAXIQN-XVVDYKMHSA-N,YJGVMLPVUAXIQN
PRALIDOXIME CHLORIDE,C[N+]1=CC=CC=C1/C=N/O.[Cl-],JBKPUQTUERUYQE-UHFFFAOYSA-O,JBKPUQTUERUYQE
PRAMOXINE,CCCCOC1=CC=C(C=C1)OCCCN2CCOCC2,DQKXQSGTHWVTAD-UHFFFAOYSA-N,DQKXQSGTHWVTAD
PRAVASTATIN,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@H](C[C@H](CC(=O)O)O)O)O,TUZYXOIXSAXUGO-PZAWKZKUSA-N,TUZYXOIXSAXUGO
PRAZIQUANTEL,C1CCC(CC1)C(=O)N2CC3C4=CC=CC=C4CCN3C(=O)C2,FSVJFNAIGNNGKK-UHFFFAOYSA-N,FSVJFNAIGNNGKK
PRAZOSIN,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4=CC=CO4)N)OC,IENZQIKPVFGBNW-UHFFFAOYSA-N,IENZQIKPVFGBNW
PREDNISOLONE,C[C@]12C[C@@H]([C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)CO)O)CCC4=CC(=O)C=C[C@]34C)O,OIGNJSKKLXVSLS-VWUMJDOOSA-N,OIGNJSKKLXVSLS
PREDNISONE,C[C@]12CC(=O)[C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)CO)O)CCC4=CC(=O)C=C[C@]34C,XOFYZVNMUHMLCC-ZPOLXVRWSA-N,XOFYZVNMUHMLCC
PRIMAQUINE,CC(CCCN)NC1=C2C(=CC(=C1)OC)C=CC=N2,INDBQLZJXZLFIT-UHFFFAOYSA-N,INDBQLZJXZLFIT
PRIMIDONE,CCC1(C(=O)NCNC1=O)C2=CC=CC=C2,DQMZLTXERSFNPB-UHFFFAOYSA-N,DQMZLTXERSFNPB
PROBENECID,CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(=O)O,DBABZHXKTCFAPX-UHFFFAOYSA-N,DBABZHXKTCFAPX
PROCAINAMIDE,CCN(CC)CCNC(=O)C1=CC=C(C=C1)N,REQCZEXYDRLIBE-UHFFFAOYSA-N,REQCZEXYDRLIBE
PROCAINE,CCN(CC)CCOC(=O)C1=CC=C(C=C1)N,MFDFERRIHVXMIY-UHFFFAOYSA-N,MFDFERRIHVXMIY
PROCARBAZINE,CC(C)NC(=O)C1=CC=C(C=C1)CNNC,CPTBDICYNRMXFX-UHFFFAOYSA-N,CPTBDICYNRMXFX
PROCHLORPERAZINE,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl,WIKYUJGCLQQFNW-UHFFFAOYSA-N,WIKYUJGCLQQFNW
PROGESTERONE,CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C,RJKFOVLPORLFTN-LEKSSAKUSA-N,RJKFOVLPORLFTN
PROGLUMIDE,CCCN(CCC)C(=O)C(CCC(=O)O)NC(=O)C1=CC=CC=C1,DGMKFQYCZXERLX-UHFFFAOYSA-N,DGMKFQYCZXERLX
PROMAZINE,CN(C)CCCN1C2=CC=CC=C2SC3=CC=CC=C31,ZGUGWUXLJSTTMA-UHFFFAOYSA-N,ZGUGWUXLJSTTMA
PROMETHAZINE,CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C,PWWVAXIEGOYWEE-UHFFFAOYSA-N,PWWVAXIEGOYWEE
PROPRANOLOL,CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O,AQHHHDLHHXJYJD-UHFFFAOYSA-N,AQHHHDLHHXJYJD
PROPYLENE GLYCOL,CC(CO)O,DNIAPMSPPWPWGF-UHFFFAOYSA-N,DNIAPMSPPWPWGF
PROPYLTHIOURACIL,CCCC1=CC(=O)NC(=S)N1,KNAHARQHSZJURB-UHFFFAOYSA-N,KNAHARQHSZJURB
PYRAZINAMIDE,C1=CN=C(C=N1)C(=O)N,IPEHBUMCGVEMRF-UHFFFAOYSA-N,IPEHBUMCGVEMRF
PYRIDINE,C1=CC=NC=C1,JUJWROOIHBZHMG-UHFFFAOYSA-N,JUJWROOIHBZHMG
PYRILAMINE,CN(C)CCN(CC1=CC=C(C=C1)OC)C2=CC=CC=N2,YECBIJXISLIIDS-UHFFFAOYSA-N,YECBIJXISLIIDS
PYROGALLOL,C1=CC(=C(C(=C1)O)O)O,WQGWDDDVZFFDIG-UHFFFAOYSA-N,WQGWDDDVZFFDIG
QUETIAPINE,C1CN(CCN1CCOCCO)C2=NC3=CC=CC=C3SC4=CC=CC=C42,URKOMYMAXPYINW-UHFFFAOYSA-N,URKOMYMAXPYINW
QUINAPRIL,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N2CC3=CC=CC=C3C[C@H]2C(=O)O,JSDRRTOADPPCHY-HSQYWUDLSA-N,JSDRRTOADPPCHY
RABEPRAZOLE,CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCCCOC,YREYEVIYCVEVJK-UHFFFAOYSA-N,YREYEVIYCVEVJK
RACEPINEPHRINE,CNCC(C1=CC(=C(C=C1)O)O)O,UCTWMZQNUQWSLP-UHFFFAOYSA-N,UCTWMZQNUQWSLP
RALOXIFENE,C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O,GZUITABIAKMVPG-UHFFFAOYSA-N,GZUITABIAKMVPG
RAMIPRIL,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N2[C@H]3CCC[C@H]3C[C@H]2C(=O)O,HDACQVRGBOVJII-JBDAPHQKSA-N,HDACQVRGBOVJII
RANITIDINE,CN/C(=C\[N+](=O)[O-])/NCCSCC1=CC=C(O1)CN(C)C,VMXUWOKSQNHOCA-UKTHLTGXSA-N,VMXUWOKSQNHOCA
RAPAMYCIN,C[C@@H]1CC[C@H]2C[C@@H](/C(=C/C=C/C=C/[C@H](C[C@H](C(=O)[C@@H]([C@@H](/C(=C/[C@H](C(=O)C[C@H](OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@@]1(O2)O)[C@H](C)C[C@@H]4CC[C@H]([C@@H](C4)OC)O)C)/C)O)OC)C)C)/C)OC,QFJCIRLUMZQUOT-HPLJOQBZSA-N,QFJCIRLUMZQUOT
RIFABUTIN,C[C@H]1/C=C/C=C(\C(=O)NC2=C(C3=C(C4=C(C(=C3O)C)O[C@@](C4=O)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C5=NC6(CCN(CC6)CC(C)C)N=C25)O)/C,AZFBLLCNOQPJGJ-VXTBVIBXSA-N,AZFBLLCNOQPJGJ
RIFAMPIN,C[C@H]1/C=C/C=C(\C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)[C@](O4)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)/C=N/N5CCN(CC5)C)/C,JQXXHWHPUNPDRT-WLSIYKJHSA-N,JQXXHWHPUNPDRT
RIFAPENTINE,C[C@H]1/C=C/C=C(\C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)[C@](O4)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)/C=N/N5CCN(CC5)C6CCCC6)/C,WDZCUPBHRAEYDL-GZAUEHORSA-N,WDZCUPBHRAEYDL
RISPERIDONE,CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,RAPZEAPATHNIPO-UHFFFAOYSA-N,RAPZEAPATHNIPO
RITONAVIR,CC(C)C1=NC(=CS1)CN(C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC2=CC=CC=C2)C[C@@H]([C@H](CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)O,NCDNCNXCDXHOMX-XGKFQTDJSA-N,NCDNCNXCDXHOMX
