sample,title,compound,dose,time,vehicle,tissue,is_control,connectivity,in_cohort,in_labelled,dataset
GSM1393411,S020318-111_HYDRAZINE_45 mg/kg_ORAL GAVAGE_WATER_.25 d_Male_95924.CEL,Hydrazine,45 mg/kg,0.25 d,Water,Liver,False,OAKJQQAXSVQMHS,True,True,drugmatrix_liver
GSM1393413,S020415-008_INTRAVENOUS_SALINE_1 d_Male_95926.CEL,,0 mg/kg,1 d,Saline,Liver,True,,False,False,drugmatrix_liver
GSM1393414,S020610-007_SUBCUTANEOUS_CORN OIL_1 d_Male_95927.CEL,,0 mg/kg,1 d,Corn Oil,Liver,True,,False,False,drugmatrix_liver
GSM1393415,S030113-062_SUBCUTANEOUS_SALINE_1 d_Male_95928.CEL,,0 mg/kg,1 d,Saline,Liver,True,,False,False,drugmatrix_liver
GSM1393416,S030120-040_ALLYL ALCOHOL_32 mg/kg_INTRAPERITONEAL_SALINE_5 d_Male_95929.CEL,Allyl Alcohol,32 mg/kg,5 d,Saline,Liver,False,XXROGKLTLUQVRX,True,True,drugmatrix_liver
GSM1393417,S030120-041_ALLYL ALCOHOL_32 mg/kg_INTRAPERITONEAL_SALINE_5 d_Male_95930.CEL,Allyl Alcohol,32 mg/kg,5 d,Saline,Liver,False,XXROGKLTLUQVRX,True,True,drugmatrix_liver
GSM1393418,S030120-042_ALLYL ALCOHOL_32 mg/kg_INTRAPERITONEAL_SALINE_5 d_Male_95931.CEL,Allyl Alcohol,32 mg/kg,5 d,Saline,Liver,False,XXROGKLTLUQVRX,True,True,drugmatrix_liver
GSM1393419,S030120-109_CHLOROFORM_600 mg/kg_ORAL GAVAGE_CORN OIL_3 d_Male_95932.CEL,Chloroform,600 mg/kg,3 d,Corn Oil,Liver,False,HEDRZPFGACZZDS,True,True,drugmatrix_liver
GSM1393420,S030120-110_CHLOROFORM_600 mg/kg_ORAL GAVAGE_CORN OIL_3 d_Male_95933.CEL,Chloroform,600 mg/kg,3 d,Corn Oil,Liver,False,HEDRZPFGACZZDS,True,True,drugmatrix_liver
GSM1393421,R030409-041_ALPHA-NAPHTHOFLAVONE_80 mg/kg_ORAL GAVAGE_CMC_5 d_Male_95934.CEL,Alpha-Naphthoflavone,80 mg/kg,5 d,CMC,Liver,False,VFMMPHCGEFXGIP,True,False,drugmatrix_liver
GSM1393423,S040311-010_ORAL GAVAGE_CORN OIL_1 d_Male_95936.CEL,,0 mg/kg,1 d,Corn Oil,Liver,True,,False,False,drugmatrix_liver
GSM1393424,S040311-016_ORAL GAVAGE_CORN OIL_3 d_Male_95937.CEL,,0 mg/kg,3 d,Corn Oil,Liver,True,,False,False,drugmatrix_liver
GSM1393425,S040311-022_ORAL GAVAGE_CORN OIL_5 d_Male_95938.CEL,,0 mg/kg,5 d,Corn Oil,Liver,True,,False,False,drugmatrix_liver
GSM1393426,S040311-097_NAFENOPIN_338 mg/kg_ORAL GAVAGE_CORN OIL_5 d_Male_95939.CEL,Nafenopin,338 mg/kg,5 d,Corn Oil,Liver,False,XJGBDJOMWKAZJS,True,True,drugmatrix_liver
GSM1393427,S040311-098_NAFENOPIN_338 mg/kg_ORAL GAVAGE_CORN OIL_5 d_Male_95940.CEL,Nafenopin,338 mg/kg,5 d,Corn Oil,Liver,False,XJGBDJOMWKAZJS,True,True,drugmatrix_liver
GSM1393428,S011002-036_INTRAPERITONEAL_SALINE_7 d_Male_95941.CEL,,0 mg/kg,7 d,Saline,Liver,True,,False,False,drugmatrix_liver
GSM1393429,S011002-178_BEZAFIBRATE_617 mg/kg_ORAL GAVAGE_CORN OIL_7 d_Male_95942.CEL,Bezafibrate,617 mg/kg,7 d,Corn Oil,Liver,False,IIBYAHWJQTYFKB,True,True,drugmatrix_liver
GSM1393430,S011002-203_GEMFIBROZIL_100 mg/kg_ORAL GAVAGE_CORN OIL_7 d_Male_95943.CEL,Gemfibrozil,100 mg/kg,7 d,Corn Oil,Liver,False,HEMJJKBWTPKOJG,True,True,drugmatrix_liver
GSM1393431,S010924-083_CARBON TETRACHLORIDE_1175 mg/kg_ORAL GAVAGE_CORN OIL_7 d_Male_95944.CEL,Carbon Tetrachloride,1175 mg/kg,7 d,Corn Oil,Liver,False,VZGDMQKNWNREIO,True,True,drugmatrix_liver
GSM1393432,S010924-107_1-NAPHTHYL ISOTHIOCYANATE_30 mg/kg_ORAL GAVAGE_CORN OIL_7 d_Male_95945.CEL,1-Naphthyl Isothiocyanate,30 mg/kg,7 d,Corn Oil,Liver,False,JBDOSUUXMYMWQH,True,False,drugmatrix_liver
GSM1393433,S010924-108_1-NAPHTHYL ISOTHIOCYANATE_30 mg/kg_ORAL GAVAGE_CORN OIL_7 d_Male_95946.CEL,1-Naphthyl Isothiocyanate,30 mg/kg,7 d,Corn Oil,Liver,False,JBDOSUUXMYMWQH,True,False,drugmatrix_liver
GSM1393434,S010924-130_1-NAPHTHYL ISOTHIOCYANATE_60 mg/kg_ORAL GAVAGE_CORN OIL_7 d_Male_95947.CEL,1-Naphthyl Isothiocyanate,60 mg/kg,7 d,Corn Oil,Liver,False,JBDOSUUXMYMWQH,True,False,drugmatrix_liver
GSM1393435,S010924-132_1-NAPHTHYL ISOTHIOCYANATE_60 mg/kg_ORAL GAVAGE_CORN OIL_7 d_Male_95948.CEL,1-Naphthyl Isothiocyanate,60 mg/kg,7 d,Corn Oil,Liver,False,JBDOSUUXMYMWQH,True,False,drugmatrix_liver
GSM1393436,"S010924-252_N,N-DIMETHYLFORMAMIDE_700 mg/kg_ORAL GAVAGE_SALINE_7 d_Male_95949.CEL","N,N-Dimethylformamide",700 mg/kg,7 d,Saline,Liver,False,ZMXDDKWLCZADIW,True,True,drugmatrix_liver
GSM1393437,S021021-209_MEGESTROL ACETATE_132 mg/kg_ORAL GAVAGE_CMC_1 d_Male_95976.CEL,Megestrol Acetate,132 mg/kg,1 d,CMC,Liver,False,RQZAXGRLVPAYTJ,True,True,drugmatrix_liver
GSM1393438,S021028-048_CLOMIPHENE_250 mg/kg_ORAL GAVAGE_CMC_5 d_Male_95977.CEL,Clomiphene,250 mg/kg,5 d,CMC,Liver,False,GKIRPKYJQBWNGO,True,True,drugmatrix_liver
GSM1393439,S020408-231_IDEBENONE_2500 mg/kg_ORAL GAVAGE_CMC_.25 d_Male_95978.CEL,Idebenone,2500 mg/kg,0.25 d,CMC,Liver,False,JGPMMRGNQUBGND,True,True,drugmatrix_liver
GSM1393440,S011030-082_MIFEPRISTONE_3 mg/kg_ORAL GAVAGE_CORN OIL_5 d_Male_95980.CEL,Mifepristone,3 mg/kg,5 d,Corn Oil,Liver,False,VKHAHZOOUSRJNA,True,True,drugmatrix_liver
GSM1393441,S011030-237_RALOXIFENE_650 mg/kg_ORAL GAVAGE_CORN OIL_3 d_Male_95981.CEL,Raloxifene,650 mg/kg,3 d,Corn Oil,Liver,False,GZUITABIAKMVPG,True,True,drugmatrix_liver
GSM1393442,R021008-168_ROXITHROMYCIN_312 mg/kg_ORAL GAVAGE_CMC_5 d_Male_95982.CEL,Roxithromycin,312 mg/kg,5 d,CMC,Liver,False,RXZBMPWDPOLZGW,True,True,drugmatrix_liver
GSM1393443,S020923-116_AFLATOXIN B1_.3 mg/kg_ORAL GAVAGE_CMC_3 d_Male_95983.CEL,Aflatoxin B1,0.3 mg/kg,3 d,CMC,Liver,False,OQIQSTLJSLGHID,True,False,drugmatrix_liver
GSM1393444,S020909-141_CINNARIZINE_750 mg/kg_ORAL GAVAGE_CMC_3 d_Male_95984.CEL,Cinnarizine,750 mg/kg,3 d,CMC,Liver,False,DERZBLKQOCDDDZ,True,True,drugmatrix_liver
GSM1393445,S020708-333_CLOMIPRAMINE_115 mg/kg_ORAL GAVAGE_WATER_3 d_Male_95985.CEL,Clomipramine,115 mg/kg,3 d,Water,Liver,False,GDLIGKIOYRNHDA,True,True,drugmatrix_liver
GSM1393446,S011211-145_ORAL GAVAGE_WATER_.25 d_Male_95986.CEL,,0 mg/kg,0.25 d,Water,Liver,True,,False,False,drugmatrix_liver
GSM1393447,S011016-263_VALPROIC ACID_1340 mg/kg_ORAL GAVAGE_WATER_5 d_Male_95987.CEL,Valproic Acid,1340 mg/kg,5 d,Water,Liver,False,NIJJYAXOARWZEE,True,True,drugmatrix_liver
GSM1393448,S011127-264_PROMETHAZINE_113 mg/kg_ORAL GAVAGE_SALINE_5 d_Male_95988.CEL,Promethazine,113 mg/kg,5 d,Saline,Liver,False,PWWVAXIEGOYWEE,True,True,drugmatrix_liver
GSM1393449,S020805-235_GENTAMICIN_267 mg/kg_SUBCUTANEOUS_CORN OIL_3 d_Male_95989.CEL,Gentamicin,267 mg/kg,3 d,Corn Oil,Liver,False,CEAZRRDELHUEMR,True,False,drugmatrix_liver
GSM1393450,S011204-207_ORAL GAVAGE_WATER_.25 d_Male_95990.CEL,,0 mg/kg,0.25 d,Water,Liver,True,,False,False,drugmatrix_liver
GSM1393451,S020923-236_PRAMOXINE_526 mg/kg_SUBCUTANEOUS_CORN OIL_3 d_Male_95991.CEL,Pramoxine,526 mg/kg,3 d,Corn Oil,Liver,False,DQKXQSGTHWVTAD,True,True,drugmatrix_liver
GSM1393452,S020122-046_BIS(2-ETHYLHEXYL)PHTHALATE_1000 mg/kg_ORAL GAVAGE_CORN OIL_5 d_Male_95992.CEL,Bis(2-Ethylhexyl)Phthalate,1000 mg/kg,5 d,Corn Oil,Liver,False,BJQHLKABXJIVAM,True,True,drugmatrix_liver
GSM1393453,S020923-161_BENZOTHIAZYL DISULFIDE_2600 mg/kg_SUBCUTANEOUS_CORN OIL_1 d_Male_95993.CEL,Benzothiazyl Disulfide,2600 mg/kg,1 d,Corn Oil,Liver,False,AFZSMODLJJCVPP,True,True,drugmatrix_liver
GSM1393454,S011009-165_INDOMETHACIN_12 mg/kg_ORAL GAVAGE_WATER_3 d_Male_95994.CEL,Indomethacin,12 mg/kg,3 d,Water,Liver,False,CGIGDMFJXJATDK,True,True,drugmatrix_liver
GSM1393455,R030916-047_3-METHYLCHOLANTHRENE_300 mg/kg_ORAL GAVAGE_CMC_5 d_Male_95995.CEL,3-Methylcholanthrene,300 mg/kg,5 d,CMC,Liver,False,PPQNQXQZIWHJRB,True,True,drugmatrix_liver
GSM1393456,R020910-072_AMIODARONE_147 mg/kg_ORAL GAVAGE_CMC_5 d_Male_95996.CEL,Amiodarone,147 mg/kg,5 d,CMC,Liver,False,IYIKLHRQXLHMJQ,True,True,drugmatrix_liver
GSM1393457,R030916-066_BETA-NAPHTHOFLAVONE_1500 mg/kg_ORAL GAVAGE_CMC_1 d_Male_95997.CEL,Beta-Naphthoflavone,1500 mg/kg,1 d,CMC,Liver,False,OUGIDAPQYNCXRA,True,True,drugmatrix_liver
GSM1393458,S010924-080_CARBON TETRACHLORIDE_1175 mg/kg_ORAL GAVAGE_CORN OIL_3 d_Male_95998.CEL,Carbon Tetrachloride,1175 mg/kg,3 d,Corn Oil,Liver,False,VZGDMQKNWNREIO,True,True,drugmatrix_liver
GSM1393459,R031014-100_ETHYLESTRENOL_390 mg/kg_ORAL GAVAGE_CMC_5 d_Male_95999.CEL,Ethylestrenol,390 mg/kg,5 d,CMC,Liver,False,AOXRBFRFYPMWLR,True,True,drugmatrix_liver
GSM1393460,R030916-048_3-METHYLCHOLANTHRENE_300 mg/kg_ORAL GAVAGE_CMC_5 d_Male_96000.CEL,3-Methylcholanthrene,300 mg/kg,5 d,CMC,Liver,False,PPQNQXQZIWHJRB,True,True,drugmatrix_liver
GSM1393461,R031014-008_ORAL GAVAGE_CMC_1 d_Male_96001.CEL,,0 mg/kg,1 d,CMC,Liver,True,,False,False,drugmatrix_liver
GSM1393462,S010924-081_CARBON TETRACHLORIDE_1175 mg/kg_ORAL GAVAGE_CORN OIL_3 d_Male_96002.CEL,Carbon Tetrachloride,1175 mg/kg,3 d,Corn Oil,Liver,False,VZGDMQKNWNREIO,True,True,drugmatrix_liver
GSM1393463,R031014-020_ORAL GAVAGE_CMC_5 d_Male_96003.CEL,,0 mg/kg,5 d,CMC,Liver,True,,False,False,drugmatrix_liver
GSM1393464,R031014-014_ORAL GAVAGE_CMC_3 d_Male_96004.CEL,,0 mg/kg,3 d,CMC,Liver,True,,False,False,drugmatrix_liver
GSM1393465,R031014-098_ETHYLESTRENOL_390 mg/kg_ORAL GAVAGE_CMC_5 d_Male_96005.CEL,Ethylestrenol,390 mg/kg,5 d,CMC,Liver,False,AOXRBFRFYPMWLR,True,True,drugmatrix_liver
GSM1393466,R031014-023_ORAL GAVAGE_CMC_5 d_Male_96006.CEL,,0 mg/kg,5 d,CMC,Liver,True,,False,False,drugmatrix_liver
GSM1393467,R020910-070_AMIODARONE_147 mg/kg_ORAL GAVAGE_CMC_5 d_Male_96007.CEL,Amiodarone,147 mg/kg,5 d,CMC,Liver,False,IYIKLHRQXLHMJQ,True,True,drugmatrix_liver
GSM1393468,R031014-011_ORAL GAVAGE_CMC_1 d_Male_96008.CEL,,0 mg/kg,1 d,CMC,Liver,True,,False,False,drugmatrix_liver
GSM1393469,R030916-064_BETA-NAPHTHOFLAVONE_1500 mg/kg_ORAL GAVAGE_CMC_1 d_Male_96009.CEL,Beta-Naphthoflavone,1500 mg/kg,1 d,CMC,Liver,False,OUGIDAPQYNCXRA,True,True,drugmatrix_liver
GSM1393470,R030916-046_3-METHYLCHOLANTHRENE_300 mg/kg_ORAL GAVAGE_CMC_5 d_Male_96010.CEL,3-Methylcholanthrene,300 mg/kg,5 d,CMC,Liver,False,PPQNQXQZIWHJRB,True,True,drugmatrix_liver
GSM1393471,S010924-079_CARBON TETRACHLORIDE_1175 mg/kg_ORAL GAVAGE_CORN OIL_3 d_Male_96011.CEL,Carbon Tetrachloride,1175 mg/kg,3 d,Corn Oil,Liver,False,VZGDMQKNWNREIO,True,True,drugmatrix_liver
GSM1393472,S011009-033_LOVASTATIN_1500 mg/kg_ORAL GAVAGE_CORN OIL_3 d_Male_96020.CEL,Lovastatin,1500 mg/kg,3 d,Corn Oil,Liver,False,PCZOHLXUXFIOCF,True,True,drugmatrix_liver
GSM1393473,S020909-112_CARBAMAZEPINE_490 mg/kg_ORAL GAVAGE_CMC_1 d_Male_96021.CEL,Carbamazepine,490 mg/kg,1 d,CMC,Liver,False,FFGPTBGBLSHEPO,True,True,drugmatrix_liver
GSM1393474,I011106-008_ORAL GAVAGE_SALINE_1 d_Male_96022.CEL,,0 mg/kg,1 d,Saline,Liver,True,,False,False,drugmatrix_liver
GSM1393475,S020708-378_CROTAMITON_750 mg/kg_SUBCUTANEOUS_CORN OIL_1 d_Male_96023.CEL,Crotamiton,750 mg/kg,1 d,Corn Oil,Liver,False,DNTGGZPQPQTDQF,True,True,drugmatrix_liver
GSM1393476,S010924-127_1-NAPHTHYL ISOTHIOCYANATE_60 mg/kg_ORAL GAVAGE_CORN OIL_3 d_Male_96024.CEL,1-Naphthyl Isothiocyanate,60 mg/kg,3 d,Corn Oil,Liver,False,JBDOSUUXMYMWQH,True,False,drugmatrix_liver
GSM1393477,S010924-009_ORAL GAVAGE_CORN OIL_3 d_Male_96025.CEL,,0 mg/kg,3 d,Corn Oil,Liver,True,,False,False,drugmatrix_liver
GSM1393478,S010924-103_1-NAPHTHYL ISOTHIOCYANATE_30 mg/kg_ORAL GAVAGE_CORN OIL_3 d_Male_96026.CEL,1-Naphthyl Isothiocyanate,30 mg/kg,3 d,Corn Oil,Liver,False,JBDOSUUXMYMWQH,True,False,drugmatrix_liver
GSM1393479,S010924-006_ORAL GAVAGE_CORN OIL_1 d_Male_96027.CEL,,0 mg/kg,1 d,Corn Oil,Liver,True,,False,False,drugmatrix_liver
GSM1393480,S010924-128_1-NAPHTHYL ISOTHIOCYANATE_60 mg/kg_ORAL GAVAGE_CORN OIL_3 d_Male_96028.CEL,1-Naphthyl Isothiocyanate,60 mg/kg,3 d,Corn Oil,Liver,False,JBDOSUUXMYMWQH,True,False,drugmatrix_liver
GSM1393481,S010924-104_1-NAPHTHYL ISOTHIOCYANATE_30 mg/kg_ORAL GAVAGE_CORN OIL_3 d_Male_96029.CEL,1-Naphthyl Isothiocyanate,30 mg/kg,3 d,Corn Oil,Liver,False,JBDOSUUXMYMWQH,True,False,drugmatrix_liver
GSM1393482,S010924-007_ORAL GAVAGE_CORN OIL_3 d_Male_96030.CEL,,0 mg/kg,3 d,Corn Oil,Liver,True,,False,False,drugmatrix_liver
GSM1393483,S010924-129_1-NAPHTHYL ISOTHIOCYANATE_60 mg/kg_ORAL GAVAGE_CORN OIL_3 d_Male_96031.CEL,1-Naphthyl Isothiocyanate,60 mg/kg,3 d,Corn Oil,Liver,False,JBDOSUUXMYMWQH,True,False,drugmatrix_liver
GSM1393484,S010924-100_1-NAPHTHYL ISOTHIOCYANATE_30 mg/kg_ORAL GAVAGE_CORN OIL_1 d_Male_96032.CEL,1-Naphthyl Isothiocyanate,30 mg/kg,1 d,Corn Oil,Liver,False,JBDOSUUXMYMWQH,True,False,drugmatrix_liver
GSM1393485,S010924-033_ORAL GAVAGE_SALINE_3 d_Male_96033.CEL,,0 mg/kg,3 d,Saline,Liver,True,,False,False,drugmatrix_liver
GSM1393486,S010924-121_1-NAPHTHYL ISOTHIOCYANATE_60 mg/kg_ORAL GAVAGE_CORN OIL_.25 d_Male_96034.CEL,1-Naphthyl Isothiocyanate,60 mg/kg,0.25 d,Corn Oil,Liver,False,JBDOSUUXMYMWQH,True,False,drugmatrix_liver
GSM1393487,S011002-034_INTRAPERITONEAL_SALINE_7 d_Male_96035.CEL,,0 mg/kg,7 d,Saline,Liver,True,,False,False,drugmatrix_liver
GSM1393488,S030120-018_INTRAPERITONEAL_SALINE_3 d_Male_96036.CEL,,0 mg/kg,3 d,Saline,Liver,True,,False,False,drugmatrix_liver
GSM1393489,S011002-035_INTRAPERITONEAL_SALINE_7 d_Male_96037.CEL,,0 mg/kg,7 d,Saline,Liver,True,,False,False,drugmatrix_liver
GSM1393490,"S010924-251_N,N-DIMETHYLFORMAMIDE_700 mg/kg_ORAL GAVAGE_SALINE_7 d_Male_96038.CEL","N,N-Dimethylformamide",700 mg/kg,7 d,Saline,Liver,False,ZMXDDKWLCZADIW,True,True,drugmatrix_liver
GSM1393492,S010924-131_1-NAPHTHYL ISOTHIOCYANATE_60 mg/kg_ORAL GAVAGE_CORN OIL_7 d_Male_96040.CEL,1-Naphthyl Isothiocyanate,60 mg/kg,7 d,Corn Oil,Liver,False,JBDOSUUXMYMWQH,True,False,drugmatrix_liver
GSM1393493,S011002-252_ALLYL ALCOHOL_16 mg/kg_INTRAPERITONEAL_SALINE_7 d_Male_96041.CEL,Allyl Alcohol,16 mg/kg,7 d,Saline,Liver,False,XXROGKLTLUQVRX,True,True,drugmatrix_liver
GSM1393494,S030120-111_CHLOROFORM_600 mg/kg_ORAL GAVAGE_CORN OIL_3 d_Male_96042.CEL,Chloroform,600 mg/kg,3 d,Corn Oil,Liver,False,HEDRZPFGACZZDS,True,True,drugmatrix_liver
GSM1393495,S030113-071_SUBCUTANEOUS_SALINE_5 d_Male_96043.CEL,,0 mg/kg,5 d,Saline,Liver,True,,False,False,drugmatrix_liver
GSM1393496,R020423-069_LOMEFLOXACIN_2000 mg/kg_ORAL GAVAGE_CMC_3 d_Male_96044.CEL,Lomefloxacin,2000 mg/kg,3 d,CMC,Liver,False,ZEKZLJVOYLTDKK,True,True,drugmatrix_liver
GSM1393497,S020408-092_CLONAZEPAM_2500 mg/kg_ORAL GAVAGE_CMC_3 d_Male_96046.CEL,Clonazepam,2500 mg/kg,3 d,CMC,Liver,False,DGBIGWXXNGSACT,True,False,drugmatrix_liver
GSM1393498,S011113-058_PROGESTERONE_11.3 mg/kg_ORAL GAVAGE_CORN OIL_5 d_Male_96047.CEL,Progesterone,11.3 mg/kg,5 d,Corn Oil,Liver,False,RJKFOVLPORLFTN,True,True,drugmatrix_liver
GSM1393499,S011211-128_TAMOXIFEN_2.5 mg/kg_ORAL GAVAGE_CORN OIL_3 d_Male_96048.CEL,Tamoxifen,2.5 mg/kg,3 d,Corn Oil,Liver,False,NKANXQFJJICGDU,True,True,drugmatrix_liver
GSM1393500,S011030-094_MIFEPRISTONE_300 mg/kg_ORAL GAVAGE_CORN OIL_5 d_Male_96049.CEL,Mifepristone,300 mg/kg,5 d,Corn Oil,Liver,False,VKHAHZOOUSRJNA,True,True,drugmatrix_liver
GSM1393501,S011127-058_BITHIONOL_59 mg/kg_ORAL GAVAGE_CORN OIL_5 d_Male_96050.CEL,Bithionol,59 mg/kg,5 d,Corn Oil,Liver,False,JFIOVJDNOJYLKP,True,True,drugmatrix_liver
GSM1393502,S011023-150_METHOTREXATE_.3 mg/kg_ORAL GAVAGE_CORN OIL_1 d_Male_96051.CEL,Methotrexate,0.3 mg/kg,1 d,Corn Oil,Liver,False,FBOZXECLQNJBKD,True,True,drugmatrix_liver
GSM1393503,S011204-054_AMLODIPINE_0.2 mg/kg_ORAL GAVAGE_CORN OIL_1 d_Male_96052.CEL,Amlodipine,0.2 mg/kg,1 d,Corn Oil,Liver,False,HTIQEAQVCYTUBX,True,True,drugmatrix_liver
GSM1393504,S011127-154_KETOCONAZOLE_114 mg/kg_ORAL GAVAGE_CORN OIL_5 d_Male_96053.CEL,Ketoconazole,114 mg/kg,5 d,Corn Oil,Liver,False,XMAYWYJOQHXEEK,True,True,drugmatrix_liver
GSM1393505,S011016-163_MICONAZOLE_200 mg/kg_ORAL GAVAGE_CORN OIL_3 d_Male_96054.CEL,Miconazole,200 mg/kg,3 d,Corn Oil,Liver,False,BYBLEWFAAKGYCD,True,True,drugmatrix_liver
GSM1393506,S011016-149_ECONAZOLE_334 mg/kg_ORAL GAVAGE_CORN OIL_1 d_Male_96055.CEL,Econazole,334 mg/kg,1 d,Corn Oil,Liver,False,LEZWWPYKPKIXLL,True,True,drugmatrix_liver
GSM1393507,S011106-033_FLUPHENAZINE_2.5 mg/kg_ORAL GAVAGE_CORN OIL_3 d_Male_96056.CEL,Fluphenazine,2.5 mg/kg,3 d,Corn Oil,Liver,False,PLDUPXSUYLZYBN,True,True,drugmatrix_liver
GSM1393508,S011211-132_TAMOXIFEN_2.5 mg/kg_ORAL GAVAGE_CORN OIL_5 d_Male_96057.CEL,Tamoxifen,2.5 mg/kg,5 d,Corn Oil,Liver,False,NKANXQFJJICGDU,True,True,drugmatrix_liver
GSM1393509,S011016-032_SULINDAC_132 mg/kg_ORAL GAVAGE_CORN OIL_3 d_Male_96058.CEL,Sulindac,132 mg/kg,3 d,Corn Oil,Liver,False,MLKXDPUZXIRXEP,True,True,drugmatrix_liver
GSM1393510,S011030-224_RALOXIFENE_6.5 mg/kg_ORAL GAVAGE_CORN OIL_3 d_Male_96059.CEL,Raloxifene,6.5 mg/kg,3 d,Corn Oil,Liver,False,GZUITABIAKMVPG,True,True,drugmatrix_liver
GSM1393511,S011113-067_PROGESTERONE_164 mg/kg_ORAL GAVAGE_CORN OIL_3 d_Male_96060.CEL,Progesterone,164 mg/kg,3 d,Corn Oil,Liver,False,RJKFOVLPORLFTN,True,True,drugmatrix_liver
GSM1393512,S011016-067_CLOTRIMAZOLE_52 mg/kg_ORAL GAVAGE_CORN OIL_3 d_Male_96061.CEL,Clotrimazole,52 mg/kg,3 d,Corn Oil,Liver,False,VNFPBHJOKIVQEB,True,True,drugmatrix_liver
GSM1393513,S011030-179_DIETHYLSTILBESTROL_2.8 mg/kg_ORAL GAVAGE_CORN OIL_5 d_Male_96062.CEL,Diethylstilbestrol,2.8 mg/kg,5 d,Corn Oil,Liver,False,RGLYKWWBQGJZGM,True,True,drugmatrix_liver
GSM1393514,S011204-069_AMLODIPINE_19 mg/kg_ORAL GAVAGE_CORN OIL_3 d_Male_96063.CEL,Amlodipine,19 mg/kg,3 d,Corn Oil,Liver,False,HTIQEAQVCYTUBX,True,True,drugmatrix_liver
GSM1393515,S011211-041_DICLOFENAC_10 mg/kg_ORAL GAVAGE_CORN OIL_1 d_Male_96064.CEL,Diclofenac,10 mg/kg,1 d,Corn Oil,Liver,False,DCOPUUMXTXDBNB,True,True,drugmatrix_liver
GSM1393516,S011127-190_THIOGUANINE_24 mg/kg_ORAL GAVAGE_CORN OIL_5 d_Male_96065.CEL,Thioguanine,24 mg/kg,5 d,Corn Oil,Liver,False,WYWHKKSPHMUBEB,True,True,drugmatrix_liver
GSM1393517,S011127-055_BITHIONOL_59 mg/kg_ORAL GAVAGE_CORN OIL_3 d_Male_96066.CEL,Bithionol,59 mg/kg,3 d,Corn Oil,Liver,False,JFIOVJDNOJYLKP,True,True,drugmatrix_liver
GSM1393518,R021008-139_NIMETAZEPAM_122 mg/kg_ORAL GAVAGE_CMC_3 d_Male_96067.CEL,Nimetazepam,122 mg/kg,3 d,CMC,Liver,False,GWUSZQUVEVMBPI,True,True,drugmatrix_liver
GSM1393519,S011023-121_THIOGUANINE_12 mg/kg_ORAL GAVAGE_CORN OIL_.25 d_Male_96068.CEL,Thioguanine,12 mg/kg,0.25 d,Corn Oil,Liver,False,WYWHKKSPHMUBEB,True,True,drugmatrix_liver
GSM1393520,R021008-112_ETODOLAC_24 mg/kg_ORAL GAVAGE_CMC_1 d_Male_96069.CEL,Etodolac,24 mg/kg,1 d,CMC,Liver,False,NNYBQONXHNTVIJ,True,True,drugmatrix_liver
GSM1393521,R021008-045_CORTISONE_206 mg/kg_ORAL GAVAGE_CMC_3 d_Male_96070.CEL,Cortisone,206 mg/kg,3 d,CMC,Liver,False,MFYSYFVPBJMHGN,True,True,drugmatrix_liver
GSM1393522,S011106-194_PHENOTHIAZINE_36 mg/kg_ORAL GAVAGE_CORN OIL_.25 d_Male_96071.CEL,Phenothiazine,36 mg/kg,0.25 d,Corn Oil,Liver,False,WJFKNYWRSNBZNX,True,True,drugmatrix_liver
GSM1393523,S011030-049_GENISTEIN_20 mg/kg_ORAL GAVAGE_CORN OIL_.25 d_Male_96072.CEL,Genistein,20 mg/kg,0.25 d,Corn Oil,Liver,False,TZBJGXHYKVUXJN,True,True,drugmatrix_liver
GSM1393524,R021008-142_NIMETAZEPAM_122 mg/kg_ORAL GAVAGE_CMC_5 d_Male_96073.CEL,Nimetazepam,122 mg/kg,5 d,CMC,Liver,False,GWUSZQUVEVMBPI,True,True,drugmatrix_liver
GSM1393525,S010924-171_ETHANOL_6000 mg/kg_ORAL GAVAGE_SALINE_.25 d_Male_96074.CEL,Ethanol,6000 mg/kg,0.25 d,Saline,Liver,False,LFQSCWFLJHTTHZ,True,True,drugmatrix_liver
GSM1393526,S011030-133_NORETHINDRONE_375 mg/kg_ORAL GAVAGE_CORN OIL_.25 d_Male_96075.CEL,Norethindrone,375 mg/kg,0.25 d,Corn Oil,Liver,False,VIKNJXKGJWUCNN,True,True,drugmatrix_liver
GSM1393527,S011030-169_DIETHYLSTILBESTROL_2.8 mg/kg_ORAL GAVAGE_CORN OIL_.25 d_Male_96076.CEL,Diethylstilbestrol,2.8 mg/kg,0.25 d,Corn Oil,Liver,False,RGLYKWWBQGJZGM,True,True,drugmatrix_liver
GSM1393528,R031014-099_ETHYLESTRENOL_390 mg/kg_ORAL GAVAGE_CMC_5 d_Male_96077.CEL,Ethylestrenol,390 mg/kg,5 d,CMC,Liver,False,AOXRBFRFYPMWLR,True,True,drugmatrix_liver
GSM1393529,R020910-071_AMIODARONE_147 mg/kg_ORAL GAVAGE_CMC_5 d_Male_96078.CEL,Amiodarone,147 mg/kg,5 d,CMC,Liver,False,IYIKLHRQXLHMJQ,True,True,drugmatrix_liver
GSM1393530,R031014-017_ORAL GAVAGE_CMC_3 d_Male_96079.CEL,,0 mg/kg,3 d,CMC,Liver,True,,False,False,drugmatrix_liver
