sample,title,compound,dose,time,vehicle,tissue,is_control,connectivity,in_cohort,in_labelled,dataset
GSM1392505,S011030-190_DIETHYLSTILBESTROL_280 mg/kg_ORAL GAVAGE_CORN OIL_5 d_Male_94493.CEL,Diethylstilbestrol,280 mg/kg,5 d,Corn Oil,Liver,False,RGLYKWWBQGJZGM,True,True,drugmatrix_liver
GSM1392506,S011030-105_SIMVASTATIN_15 mg/kg_ORAL GAVAGE_CORN OIL_3 d_Male_94494.CEL,Simvastatin,15 mg/kg,3 d,Corn Oil,Liver,False,RYMZZMVNJRMUDD,True,True,drugmatrix_liver
GSM1392507,S011211-130_TAMOXIFEN_2.5 mg/kg_ORAL GAVAGE_CORN OIL_5 d_Male_94495.CEL,Tamoxifen,2.5 mg/kg,5 d,Corn Oil,Liver,False,NKANXQFJJICGDU,True,True,drugmatrix_liver
GSM1392508,S011009-036_LOVASTATIN_1500 mg/kg_ORAL GAVAGE_CORN OIL_5 d_Male_94496.CEL,Lovastatin,1500 mg/kg,5 d,Corn Oil,Liver,False,PCZOHLXUXFIOCF,True,True,drugmatrix_liver
GSM1392509,S011127-084_FLUVASTATIN_5 mg/kg_ORAL GAVAGE_CORN OIL_5 d_Male_94497.CEL,Fluvastatin,5 mg/kg,5 d,Corn Oil,Liver,False,FJLGEFLZQAZZCD,True,True,drugmatrix_liver
GSM1392510,S011030-079_MIFEPRISTONE_3 mg/kg_ORAL GAVAGE_CORN OIL_3 d_Male_94498.CEL,Mifepristone,3 mg/kg,3 d,Corn Oil,Liver,False,VKHAHZOOUSRJNA,True,True,drugmatrix_liver
GSM1392511,S011127-076_FLUVASTATIN_5 mg/kg_ORAL GAVAGE_CORN OIL_1 d_Male_94499.CEL,Fluvastatin,5 mg/kg,1 d,Corn Oil,Liver,False,FJLGEFLZQAZZCD,True,True,drugmatrix_liver
GSM1392512,S011211-043_DICLOFENAC_10 mg/kg_ORAL GAVAGE_CORN OIL_3 d_Male_94500.CEL,Diclofenac,10 mg/kg,3 d,Corn Oil,Liver,False,DCOPUUMXTXDBNB,True,True,drugmatrix_liver
GSM1392513,S011127-089_FLUVASTATIN_94 mg/kg_ORAL GAVAGE_CORN OIL_1 d_Male_94501.CEL,Fluvastatin,94 mg/kg,1 d,Corn Oil,Liver,False,FJLGEFLZQAZZCD,True,True,drugmatrix_liver
GSM1392514,S011023-052_ENOXACIN_100 mg/kg_ORAL GAVAGE_CORN OIL_1 d_Male_94502.CEL,Enoxacin,100 mg/kg,1 d,Corn Oil,Liver,False,IDYZIJYBMGIQMJ,True,True,drugmatrix_liver
GSM1392515,S011030-239_RALOXIFENE_650 mg/kg_ORAL GAVAGE_CORN OIL_5 d_Male_94503.CEL,Raloxifene,650 mg/kg,5 d,Corn Oil,Liver,False,GZUITABIAKMVPG,True,True,drugmatrix_liver
GSM1392516,S011016-117_AZATHIOPRINE_20 mg/kg_ORAL GAVAGE_CORN OIL_3 d_Male_94504.CEL,Azathioprine,20 mg/kg,3 d,Corn Oil,Liver,False,LMEKQMALGUDUQG,True,True,drugmatrix_liver
GSM1392517,S011030-084_MIFEPRISTONE_3 mg/kg_ORAL GAVAGE_CORN OIL_5 d_Male_94505.CEL,Mifepristone,3 mg/kg,5 d,Corn Oil,Liver,False,VKHAHZOOUSRJNA,True,True,drugmatrix_liver
GSM1392518,S011023-129_THIOGUANINE_12 mg/kg_ORAL GAVAGE_CORN OIL_3 d_Male_94506.CEL,Thioguanine,12 mg/kg,3 d,Corn Oil,Liver,False,WYWHKKSPHMUBEB,True,True,drugmatrix_liver
GSM1392519,S011023-124_THIOGUANINE_12 mg/kg_ORAL GAVAGE_CORN OIL_1 d_Male_94507.CEL,Thioguanine,12 mg/kg,1 d,Corn Oil,Liver,False,WYWHKKSPHMUBEB,True,True,drugmatrix_liver
GSM1392520,S011211-140_TAMOXIFEN_64 mg/kg_ORAL GAVAGE_CORN OIL_3 d_Male_94508.CEL,Tamoxifen,64 mg/kg,3 d,Corn Oil,Liver,False,NKANXQFJJICGDU,True,True,drugmatrix_liver
GSM1392521,S011113-022_ORAL GAVAGE_CORN OIL_5 d_Male_94509.CEL,,0 mg/kg,5 d,Corn Oil,Liver,True,,False,False,drugmatrix_liver
GSM1392522,S011030-089_MIFEPRISTONE_300 mg/kg_ORAL GAVAGE_CORN OIL_1 d_Male_94510.CEL,Mifepristone,300 mg/kg,1 d,Corn Oil,Liver,False,VKHAHZOOUSRJNA,True,True,drugmatrix_liver
GSM1392523,S011009-028_LOVASTATIN_1500 mg/kg_ORAL GAVAGE_CORN OIL_1 d_Male_94511.CEL,Lovastatin,1500 mg/kg,1 d,Corn Oil,Liver,False,PCZOHLXUXFIOCF,True,True,drugmatrix_liver
GSM1392524,S011002-148_BEZAFIBRATE_100 mg/kg_ORAL GAVAGE_CORN OIL_1 d_Male_94512.CEL,Bezafibrate,100 mg/kg,1 d,Corn Oil,Liver,False,IIBYAHWJQTYFKB,True,True,drugmatrix_liver
GSM1392525,S011023-092_ETHINYLESTRADIOL_1480 mg/kg_ORAL GAVAGE_CORN OIL_3 d_Male_94513.CEL,Ethinylestradiol,1480 mg/kg,3 d,Corn Oil,Liver,False,BFPYWIDHMRZLRN,True,True,drugmatrix_liver
GSM1392526,S011030-172_DIETHYLSTILBESTROL_2.8 mg/kg_ORAL GAVAGE_CORN OIL_1 d_Male_94515.CEL,Diethylstilbestrol,2.8 mg/kg,1 d,Corn Oil,Liver,False,RGLYKWWBQGJZGM,True,True,drugmatrix_liver
GSM1392527,S011127-192_THIOGUANINE_24 mg/kg_ORAL GAVAGE_CORN OIL_5 d_Male_94516.CEL,Thioguanine,24 mg/kg,5 d,Corn Oil,Liver,False,WYWHKKSPHMUBEB,True,True,drugmatrix_liver
GSM1392528,S011204-067_AMLODIPINE_19 mg/kg_ORAL GAVAGE_CORN OIL_3 d_Male_94517.CEL,Amlodipine,19 mg/kg,3 d,Corn Oil,Liver,False,HTIQEAQVCYTUBX,True,True,drugmatrix_liver
GSM1392529,S011016-165_MICONAZOLE_200 mg/kg_ORAL GAVAGE_CORN OIL_3 d_Male_94518.CEL,Miconazole,200 mg/kg,3 d,Corn Oil,Liver,False,BYBLEWFAAKGYCD,True,True,drugmatrix_liver
GSM1392530,S011002-151_BEZAFIBRATE_100 mg/kg_ORAL GAVAGE_CORN OIL_3 d_Male_94519.CEL,Bezafibrate,100 mg/kg,3 d,Corn Oil,Liver,False,IIBYAHWJQTYFKB,True,True,drugmatrix_liver
GSM1392531,S011023-065_ENOXACIN_750 mg/kg_ORAL GAVAGE_CORN OIL_1 d_Male_94520.CEL,Enoxacin,750 mg/kg,1 d,Corn Oil,Liver,False,IDYZIJYBMGIQMJ,True,True,drugmatrix_liver
GSM1392532,S011002-198_GEMFIBROZIL_100 mg/kg_ORAL GAVAGE_CORN OIL_1 d_Male_94521.CEL,Gemfibrozil,100 mg/kg,1 d,Corn Oil,Liver,False,HEMJJKBWTPKOJG,True,True,drugmatrix_liver
GSM1392533,S011023-044_CHLORAMBUCIL_4.5 mg/kg_ORAL GAVAGE_CORN OIL_3 d_Male_94522.CEL,Chlorambucil,4.5 mg/kg,3 d,Corn Oil,Liver,False,JCKYGMPEJWAADB,True,True,drugmatrix_liver
GSM1392534,S011106-094_ASPIRIN_375 mg/kg_ORAL GAVAGE_CORN OIL_5 d_Male_94523.CEL,Aspirin,375 mg/kg,5 d,Corn Oil,Liver,False,BSYNRYMUTXBXSQ,True,True,drugmatrix_liver
GSM1392535,S011127-138_DEXAMETHASONE_150 mg/kg_ORAL GAVAGE_CORN OIL_1 d_Male_94524.CEL,Dexamethasone,150 mg/kg,1 d,Corn Oil,Liver,False,UREBDLICKHMUKA,True,True,drugmatrix_liver
GSM1392536,S011106-031_FLUPHENAZINE_2.5 mg/kg_ORAL GAVAGE_CORN OIL_3 d_Male_94525.CEL,Fluphenazine,2.5 mg/kg,3 d,Corn Oil,Liver,False,PLDUPXSUYLZYBN,True,True,drugmatrix_liver
GSM1392537,S011016-103_KETOCONAZOLE_227 mg/kg_ORAL GAVAGE_CORN OIL_3 d_Male_94526.CEL,Ketoconazole,227 mg/kg,3 d,Corn Oil,Liver,False,XMAYWYJOQHXEEK,True,True,drugmatrix_liver
GSM1392538,S011030-126_NORETHINDRONE_.08 mg/kg_ORAL GAVAGE_CORN OIL_1 d_Male_94527.CEL,Norethindrone,0.08 mg/kg,1 d,Corn Oil,Liver,False,VIKNJXKGJWUCNN,True,True,drugmatrix_liver
GSM1392539,S011127-132_CLOTRIMAZOLE_89 mg/kg_ORAL GAVAGE_CORN OIL_5 d_Male_94528.CEL,Clotrimazole,89 mg/kg,5 d,Corn Oil,Liver,False,VNFPBHJOKIVQEB,True,True,drugmatrix_liver
GSM1392540,S011204-033_ALTRETAMINE_13 mg/kg_ORAL GAVAGE_CORN OIL_3 d_Male_94529.CEL,Altretamine,13 mg/kg,3 d,Corn Oil,Liver,False,UUVWYPNAQBNQJQ,True,True,drugmatrix_liver
GSM1392541,S011023-078_ETHINYLESTRADIOL_10 mg/kg_ORAL GAVAGE_CORN OIL_1 d_Male_94530.CEL,Ethinylestradiol,10 mg/kg,1 d,Corn Oil,Liver,False,BFPYWIDHMRZLRN,True,True,drugmatrix_liver
GSM1392542,S011030-235_RALOXIFENE_650 mg/kg_ORAL GAVAGE_CORN OIL_3 d_Male_94531.CEL,Raloxifene,650 mg/kg,3 d,Corn Oil,Liver,False,GZUITABIAKMVPG,True,True,drugmatrix_liver
GSM1392543,S011127-064_BITHIONOL_333 mg/kg_ORAL GAVAGE_CORN OIL_1 d_Male_94532.CEL,Bithionol,333 mg/kg,1 d,Corn Oil,Liver,False,JFIOVJDNOJYLKP,True,True,drugmatrix_liver
GSM1392544,S011023-209_FLUCONAZOLE_394 mg/kg_ORAL GAVAGE_CORN OIL_1 d_Male_94533.CEL,Fluconazole,394 mg/kg,1 d,Corn Oil,Liver,False,RFHAOTPXVQNOHP,True,True,drugmatrix_liver
GSM1392545,S011002-173_BEZAFIBRATE_617 mg/kg_ORAL GAVAGE_CORN OIL_1 d_Male_94534.CEL,Bezafibrate,617 mg/kg,1 d,Corn Oil,Liver,False,IIBYAHWJQTYFKB,True,True,drugmatrix_liver
GSM1392546,S011113-069_PROGESTERONE_164 mg/kg_ORAL GAVAGE_CORN OIL_3 d_Male_94535.CEL,Progesterone,164 mg/kg,3 d,Corn Oil,Liver,False,RJKFOVLPORLFTN,True,True,drugmatrix_liver
GSM1392547,S011030-076_MIFEPRISTONE_3 mg/kg_ORAL GAVAGE_CORN OIL_1 d_Male_94536.CEL,Mifepristone,3 mg/kg,1 d,Corn Oil,Liver,False,VKHAHZOOUSRJNA,True,True,drugmatrix_liver
GSM1392548,S011204-052_AMLODIPINE_0.2 mg/kg_ORAL GAVAGE_CORN OIL_1 d_Male_94537.CEL,Amlodipine,0.2 mg/kg,1 d,Corn Oil,Liver,False,HTIQEAQVCYTUBX,True,True,drugmatrix_liver
GSM1392549,S011127-126_CLOTRIMAZOLE_89 mg/kg_ORAL GAVAGE_CORN OIL_1 d_Male_94538.CEL,Clotrimazole,89 mg/kg,1 d,Corn Oil,Liver,False,VNFPBHJOKIVQEB,True,True,drugmatrix_liver
GSM1392550,S011211-065_DIGOXIN_11 mg/kg_ORAL GAVAGE_CORN OIL_1 d_Male_94539.CEL,Digoxin,11 mg/kg,1 d,Corn Oil,Liver,False,LTMHDMANZUZIPE,True,True,drugmatrix_liver
GSM1392551,S011204-118_LOMUSTINE_8.75 mg/kg_ORAL GAVAGE_CORN OIL_5 d_Male_94540.CEL,Lomustine,8.75 mg/kg,5 d,Corn Oil,Liver,False,GQYIWUVLTXOXAJ,True,True,drugmatrix_liver
GSM1392552,S011009-023_LOVASTATIN_450 mg/kg_ORAL GAVAGE_CORN OIL_5 d_Male_94541.CEL,Lovastatin,450 mg/kg,5 d,Corn Oil,Liver,False,PCZOHLXUXFIOCF,True,True,drugmatrix_liver
GSM1392553,S011204-202_FENOFIBRATE_215 mg/kg_ORAL GAVAGE_CORN OIL_5 d_Male_94542.CEL,Fenofibrate,215 mg/kg,5 d,Corn Oil,Liver,False,YMTINGFKWWXKFG,True,True,drugmatrix_liver
GSM1392554,S011016-166_MICONAZOLE_200 mg/kg_ORAL GAVAGE_CORN OIL_5 d_Male_94543.CEL,Miconazole,200 mg/kg,5 d,Corn Oil,Liver,False,BYBLEWFAAKGYCD,True,True,drugmatrix_liver
GSM1392555,S011127-030_BISPHENOL A_100 mg/kg_ORAL GAVAGE_CORN OIL_1 d_Male_94544.CEL,Bisphenol A,100 mg/kg,1 d,Corn Oil,Liver,False,IISBACLAFKSPIT,True,True,drugmatrix_liver
GSM1392556,S011023-249_NAPROXEN_10 mg/kg_ORAL GAVAGE_CORN OIL_3 d_Male_94545.CEL,Naproxen,10 mg/kg,3 d,Corn Oil,Liver,False,CMWTZPSULFXXJA,True,True,drugmatrix_liver
GSM1392557,S011030-131_NORETHINDRONE_.08 mg/kg_ORAL GAVAGE_CORN OIL_5 d_Male_94546.CEL,Norethindrone,0.08 mg/kg,5 d,Corn Oil,Liver,False,VIKNJXKGJWUCNN,True,True,drugmatrix_liver
GSM1392558,S011113-065_PROGESTERONE_164 mg/kg_ORAL GAVAGE_CORN OIL_1 d_Male_94547.CEL,Progesterone,164 mg/kg,1 d,Corn Oil,Liver,False,RJKFOVLPORLFTN,True,True,drugmatrix_liver
GSM1392559,S011016-052_IBUPROFEN_263 mg/kg_ORAL GAVAGE_CORN OIL_1 d_Male_94548.CEL,Ibuprofen,263 mg/kg,1 d,Corn Oil,Liver,False,HEFNNWSXXWATRW,True,True,drugmatrix_liver
GSM1392560,S011211-077_ISOTRETINOIN_13 mg/kg_ORAL GAVAGE_CORN OIL_1 d_Male_94549.CEL,Isotretinoin,13 mg/kg,1 d,Corn Oil,Liver,False,SHGAZHPCJJPHSC,True,True,drugmatrix_liver
GSM1392561,S011016-162_MICONAZOLE_200 mg/kg_ORAL GAVAGE_CORN OIL_1 d_Male_94550.CEL,Miconazole,200 mg/kg,1 d,Corn Oil,Liver,False,BYBLEWFAAKGYCD,True,True,drugmatrix_liver
GSM1392562,S011030-234_RALOXIFENE_650 mg/kg_ORAL GAVAGE_CORN OIL_1 d_Male_94551.CEL,Raloxifene,650 mg/kg,1 d,Corn Oil,Liver,False,GZUITABIAKMVPG,True,True,drugmatrix_liver
GSM1392563,S011023-239_ITRACONAZOLE_1093 mg/kg_ORAL GAVAGE_CORN OIL_5 d_Male_94552.CEL,Itraconazole,1093 mg/kg,5 d,Corn Oil,Liver,False,VHVPQPYKVGDNFY,True,True,drugmatrix_liver
GSM1392564,S011030-144_NORETHINDRONE_375 mg/kg_ORAL GAVAGE_CORN OIL_5 d_Male_94553.CEL,Norethindrone,375 mg/kg,5 d,Corn Oil,Liver,False,VIKNJXKGJWUCNN,True,True,drugmatrix_liver
GSM1392565,S011016-058_IBUPROFEN_263 mg/kg_ORAL GAVAGE_CORN OIL_5 d_Male_94554.CEL,Ibuprofen,263 mg/kg,5 d,Corn Oil,Liver,False,HEFNNWSXXWATRW,True,True,drugmatrix_liver
GSM1392566,S011009-032_LOVASTATIN_1500 mg/kg_ORAL GAVAGE_CORN OIL_3 d_Male_94556.CEL,Lovastatin,1500 mg/kg,3 d,Corn Oil,Liver,False,PCZOHLXUXFIOCF,True,True,drugmatrix_liver
GSM1392567,S011030-155_ATORVASTATIN_2.5 mg/kg_ORAL GAVAGE_CORN OIL_5 d_Male_94557.CEL,Atorvastatin,2.5 mg/kg,5 d,Corn Oil,Liver,False,XUKUURHRXDUEBC,True,True,drugmatrix_liver
GSM1392568,S011106-164_ROFECOXIB_775 mg/kg_ORAL GAVAGE_CORN OIL_3 d_Male_94558.CEL,Rofecoxib,775 mg/kg,3 d,Corn Oil,Liver,False,RZJQGNCSTQAWON,True,True,drugmatrix_liver
GSM1392569,S011016-071_CLOTRIMAZOLE_52 mg/kg_ORAL GAVAGE_CORN OIL_5 d_Male_94559.CEL,Clotrimazole,52 mg/kg,5 d,Corn Oil,Liver,False,VNFPBHJOKIVQEB,True,True,drugmatrix_liver
GSM1392570,S011127-156_KETOCONAZOLE_114 mg/kg_ORAL GAVAGE_CORN OIL_5 d_Male_94560.CEL,Ketoconazole,114 mg/kg,5 d,Corn Oil,Liver,False,XMAYWYJOQHXEEK,True,True,drugmatrix_liver
GSM1392571,S011002-200_GEMFIBROZIL_100 mg/kg_ORAL GAVAGE_CORN OIL_3 d_Male_94561.CEL,Gemfibrozil,100 mg/kg,3 d,Corn Oil,Liver,False,HEMJJKBWTPKOJG,True,True,drugmatrix_liver
GSM1392572,S011009-059_CYCLOSPORIN A_350 mg/kg_ORAL GAVAGE_CORN OIL_5 d_Male_94562.CEL,Cyclosporin A,350 mg/kg,5 d,Corn Oil,Liver,False,PMATZTZNYRCHOR,True,True,drugmatrix_liver
GSM1392573,S011002-176_BEZAFIBRATE_617 mg/kg_ORAL GAVAGE_CORN OIL_3 d_Male_94563.CEL,Bezafibrate,617 mg/kg,3 d,Corn Oil,Liver,False,IIBYAHWJQTYFKB,True,True,drugmatrix_liver
GSM1392574,S011030-226_RALOXIFENE_6.5 mg/kg_ORAL GAVAGE_CORN OIL_5 d_Male_94564.CEL,Raloxifene,6.5 mg/kg,5 d,Corn Oil,Liver,False,GZUITABIAKMVPG,True,True,drugmatrix_liver
GSM1392575,S011113-014_ORAL GAVAGE_CORN OIL_3 d_Male_94565.CEL,,0 mg/kg,3 d,Corn Oil,Liver,True,,False,False,drugmatrix_liver
GSM1392576,S011023-105_DEXAMETHASONE_1 mg/kg_ORAL GAVAGE_CORN OIL_3 d_Male_94566.CEL,Dexamethasone,1 mg/kg,3 d,Corn Oil,Liver,False,UREBDLICKHMUKA,True,True,drugmatrix_liver
GSM1392577,S011030-152_ATORVASTATIN_2.5 mg/kg_ORAL GAVAGE_CORN OIL_3 d_Male_94567.CEL,Atorvastatin,2.5 mg/kg,3 d,Corn Oil,Liver,False,XUKUURHRXDUEBC,True,True,drugmatrix_liver
GSM1392578,S011204-201_FENOFIBRATE_215 mg/kg_ORAL GAVAGE_CORN OIL_3 d_Male_94568.CEL,Fenofibrate,215 mg/kg,3 d,Corn Oil,Liver,False,YMTINGFKWWXKFG,True,True,drugmatrix_liver
GSM1392579,S011030-092_MIFEPRISTONE_300 mg/kg_ORAL GAVAGE_CORN OIL_3 d_Male_94569.CEL,Mifepristone,300 mg/kg,3 d,Corn Oil,Liver,False,VKHAHZOOUSRJNA,True,True,drugmatrix_liver
GSM1392580,S011127-070_BITHIONOL_333 mg/kg_ORAL GAVAGE_CORN OIL_5 d_Male_94570.CEL,Bithionol,333 mg/kg,5 d,Corn Oil,Liver,False,JFIOVJDNOJYLKP,True,True,drugmatrix_liver
GSM1392581,S011030-149_ATORVASTATIN_2.5 mg/kg_ORAL GAVAGE_CORN OIL_1 d_Male_94571.CEL,Atorvastatin,2.5 mg/kg,1 d,Corn Oil,Liver,False,XUKUURHRXDUEBC,True,True,drugmatrix_liver
GSM1392582,S011106-030_FLUPHENAZINE_2.5 mg/kg_ORAL GAVAGE_CORN OIL_1 d_Male_94572.CEL,Fluphenazine,2.5 mg/kg,1 d,Corn Oil,Liver,False,PLDUPXSUYLZYBN,True,True,drugmatrix_liver
GSM1392583,S011023-101_DEXAMETHASONE_1 mg/kg_ORAL GAVAGE_CORN OIL_1 d_Male_94573.CEL,Dexamethasone,1 mg/kg,1 d,Corn Oil,Liver,False,UREBDLICKHMUKA,True,True,drugmatrix_liver
GSM1392584,S011023-215_FLUCONAZOLE_394 mg/kg_ORAL GAVAGE_CORN OIL_5 d_Male_94574.CEL,Fluconazole,394 mg/kg,5 d,Corn Oil,Liver,False,RFHAOTPXVQNOHP,True,True,drugmatrix_liver
GSM1392585,S011113-048_BETA-ESTRADIOL_150 mg/kg_ORAL GAVAGE_CORN OIL_5 d_Male_94575.CEL,Beta-Estradiol,150 mg/kg,5 d,Corn Oil,Liver,False,VOXZDWNPVJITMN,True,True,drugmatrix_liver
GSM1392586,S011016-065_CLOTRIMAZOLE_52 mg/kg_ORAL GAVAGE_CORN OIL_1 d_Male_94576.CEL,Clotrimazole,52 mg/kg,1 d,Corn Oil,Liver,False,VNFPBHJOKIVQEB,True,True,drugmatrix_liver
GSM1392587,S011023-222_ITRACONAZOLE_30 mg/kg_ORAL GAVAGE_CORN OIL_1 d_Male_94578.CEL,Itraconazole,30 mg/kg,1 d,Corn Oil,Liver,False,VHVPQPYKVGDNFY,True,True,drugmatrix_liver
GSM1392588,S011127-057_BITHIONOL_59 mg/kg_ORAL GAVAGE_CORN OIL_3 d_Male_94579.CEL,Bithionol,59 mg/kg,3 d,Corn Oil,Liver,False,JFIOVJDNOJYLKP,True,True,drugmatrix_liver
GSM1392589,S011016-069_CLOTRIMAZOLE_52 mg/kg_ORAL GAVAGE_CORN OIL_3 d_Male_94580.CEL,Clotrimazole,52 mg/kg,3 d,Corn Oil,Liver,False,VNFPBHJOKIVQEB,True,True,drugmatrix_liver
GSM1392590,S011016-053_IBUPROFEN_263 mg/kg_ORAL GAVAGE_CORN OIL_1 d_Male_94581.CEL,Ibuprofen,263 mg/kg,1 d,Corn Oil,Liver,False,HEFNNWSXXWATRW,True,True,drugmatrix_liver
GSM1392591,S011204-043_ALTRETAMINE_40 mg/kg_ORAL GAVAGE_CORN OIL_3 d_Male_94582.CEL,Altretamine,40 mg/kg,3 d,Corn Oil,Liver,False,UUVWYPNAQBNQJQ,True,True,drugmatrix_liver
GSM1392592,S011023-102_DEXAMETHASONE_1 mg/kg_ORAL GAVAGE_CORN OIL_1 d_Male_94583.CEL,Dexamethasone,1 mg/kg,1 d,Corn Oil,Liver,False,UREBDLICKHMUKA,True,True,drugmatrix_liver
GSM1392593,S011106-209_PHENOTHIAZINE_386 mg/kg_ORAL GAVAGE_CORN OIL_1 d_Male_94584.CEL,Phenothiazine,386 mg/kg,1 d,Corn Oil,Liver,False,WJFKNYWRSNBZNX,True,True,drugmatrix_liver
GSM1392594,S011016-081_CLOTRIMAZOLE_178 mg/kg_ORAL GAVAGE_CORN OIL_3 d_Male_94585.CEL,Clotrimazole,178 mg/kg,3 d,Corn Oil,Liver,False,VNFPBHJOKIVQEB,True,True,drugmatrix_liver
GSM1392595,S011016-101_KETOCONAZOLE_227 mg/kg_ORAL GAVAGE_CORN OIL_1 d_Male_94587.CEL,Ketoconazole,227 mg/kg,1 d,Corn Oil,Liver,False,XMAYWYJOQHXEEK,True,True,drugmatrix_liver
GSM1392596,S011023-210_FLUCONAZOLE_394 mg/kg_ORAL GAVAGE_CORN OIL_1 d_Male_94588.CEL,Fluconazole,394 mg/kg,1 d,Corn Oil,Liver,False,RFHAOTPXVQNOHP,True,True,drugmatrix_liver
GSM1392597,S011023-088_ETHINYLESTRADIOL_1480 mg/kg_ORAL GAVAGE_CORN OIL_1 d_Male_94589.CEL,Ethinylestradiol,1480 mg/kg,1 d,Corn Oil,Liver,False,BFPYWIDHMRZLRN,True,True,drugmatrix_liver
GSM1392598,S011211-044_DICLOFENAC_10 mg/kg_ORAL GAVAGE_CORN OIL_3 d_Male_94590.CEL,Diclofenac,10 mg/kg,3 d,Corn Oil,Liver,False,DCOPUUMXTXDBNB,True,True,drugmatrix_liver
GSM1392599,S011127-127_CLOTRIMAZOLE_89 mg/kg_ORAL GAVAGE_CORN OIL_3 d_Male_94591.CEL,Clotrimazole,89 mg/kg,3 d,Corn Oil,Liver,False,VNFPBHJOKIVQEB,True,True,drugmatrix_liver
GSM1392600,S011016-083_CLOTRIMAZOLE_178 mg/kg_ORAL GAVAGE_CORN OIL_5 d_Male_94592.CEL,Clotrimazole,178 mg/kg,5 d,Corn Oil,Liver,False,VNFPBHJOKIVQEB,True,True,drugmatrix_liver
GSM1392601,S011023-240_ITRACONAZOLE_1093 mg/kg_ORAL GAVAGE_CORN OIL_5 d_Male_94593.CEL,Itraconazole,1093 mg/kg,5 d,Corn Oil,Liver,False,VHVPQPYKVGDNFY,True,True,drugmatrix_liver
GSM1392602,S011023-066_ENOXACIN_750 mg/kg_ORAL GAVAGE_CORN OIL_1 d_Male_94594.CEL,Enoxacin,750 mg/kg,1 d,Corn Oil,Liver,False,IDYZIJYBMGIQMJ,True,True,drugmatrix_liver
GSM1392603,S011009-024_LOVASTATIN_450 mg/kg_ORAL GAVAGE_CORN OIL_5 d_Male_94595.CEL,Lovastatin,450 mg/kg,5 d,Corn Oil,Liver,False,PCZOHLXUXFIOCF,True,True,drugmatrix_liver
GSM1392604,S011106-165_ROFECOXIB_775 mg/kg_ORAL GAVAGE_CORN OIL_3 d_Male_94596.CEL,Rofecoxib,775 mg/kg,3 d,Corn Oil,Liver,False,RZJQGNCSTQAWON,True,True,drugmatrix_liver
GSM1392605,S011211-131_TAMOXIFEN_2.5 mg/kg_ORAL GAVAGE_CORN OIL_5 d_Male_94598.CEL,Tamoxifen,2.5 mg/kg,5 d,Corn Oil,Liver,False,NKANXQFJJICGDU,True,True,drugmatrix_liver
GSM1392606,S011016-144_ECONAZOLE_43 mg/kg_ORAL GAVAGE_CORN OIL_5 d_Male_94599.CEL,Econazole,43 mg/kg,5 d,Corn Oil,Liver,False,LEZWWPYKPKIXLL,True,True,drugmatrix_liver
GSM1392607,S011030-080_MIFEPRISTONE_3 mg/kg_ORAL GAVAGE_CORN OIL_3 d_Male_94600.CEL,Mifepristone,3 mg/kg,3 d,Corn Oil,Liver,False,VKHAHZOOUSRJNA,True,True,drugmatrix_liver
GSM1392608,S011016-148_ECONAZOLE_334 mg/kg_ORAL GAVAGE_CORN OIL_1 d_Male_94601.CEL,Econazole,334 mg/kg,1 d,Corn Oil,Liver,False,LEZWWPYKPKIXLL,True,True,drugmatrix_liver
GSM1392609,S011127-139_DEXAMETHASONE_150 mg/kg_ORAL GAVAGE_CORN OIL_3 d_Male_94602.CEL,Dexamethasone,150 mg/kg,3 d,Corn Oil,Liver,False,UREBDLICKHMUKA,True,True,drugmatrix_liver
GSM1392610,S011106-032_FLUPHENAZINE_2.5 mg/kg_ORAL GAVAGE_CORN OIL_3 d_Male_94604.CEL,Fluphenazine,2.5 mg/kg,3 d,Corn Oil,Liver,False,PLDUPXSUYLZYBN,True,True,drugmatrix_liver
GSM1392611,S011106-127_CARMUSTINE_4 mg/kg_ORAL GAVAGE_CORN OIL_3 d_Male_94605.CEL,Carmustine,4 mg/kg,3 d,Corn Oil,Liver,False,DLGOEMSEDOSKAD,True,True,drugmatrix_liver
GSM1392612,S011023-046_CHLORAMBUCIL_4.5 mg/kg_ORAL GAVAGE_CORN OIL_5 d_Male_94606.CEL,Chlorambucil,4.5 mg/kg,5 d,Corn Oil,Liver,False,JCKYGMPEJWAADB,True,True,drugmatrix_liver
GSM1392613,S011127-071_BITHIONOL_333 mg/kg_ORAL GAVAGE_CORN OIL_5 d_Male_94608.CEL,Bithionol,333 mg/kg,5 d,Corn Oil,Liver,False,JFIOVJDNOJYLKP,True,True,drugmatrix_liver
GSM1392614,S011002-220_GEMFIBROZIL_700 mg/kg_ORAL GAVAGE_CORN OIL_1 d_Male_94609.CEL,Gemfibrozil,700 mg/kg,1 d,Corn Oil,Liver,False,HEMJJKBWTPKOJG,True,True,drugmatrix_liver
GSM1392615,S011030-132_NORETHINDRONE_.08 mg/kg_ORAL GAVAGE_CORN OIL_5 d_Male_94613.CEL,Norethindrone,0.08 mg/kg,5 d,Corn Oil,Liver,False,VIKNJXKGJWUCNN,True,True,drugmatrix_liver
GSM1392616,S011204-028_ALTRETAMINE_13 mg/kg_ORAL GAVAGE_CORN OIL_1 d_Male_94615.CEL,Altretamine,13 mg/kg,1 d,Corn Oil,Liver,False,UUVWYPNAQBNQJQ,True,True,drugmatrix_liver
